Name,Score,Time,Link,Addr
공차 노량진학원가점,3.2,매일 09:00 ~ 23:00,https://place.map.kakao.com/26507544,"
서울 동작구 노량진로16길 16 청암빌딩 1층
(지번) 노량진동 95
"
설빙 이수역점,2.7,매일 11:00 ~ 23:00,https://place.map.kakao.com/26644174,"
서울 동작구 동작대로27가길 12 2층
(지번) 사당동 139-72
"
더디저트랩,4.5,"영업시간 월,수,목,금,토,일 13:00 ~ 20:00",https://place.map.kakao.com/1033098704,"
서울 동작구 장승배기로10길 100 상도더샵 2차 지하2층 B106호
(지번) 상도동 534
"
보스톤커피,5.0,매일 10:30 ~ 22:00,https://place.map.kakao.com/1087215175,"
서울 동작구 여의대방로 142 지하1층
(지번) 대방동 400-1
"
시너리 이수점,4.9,매일 12:00 ~ 22:00,https://place.map.kakao.com/1386852651,"
서울 동작구 사당로25가길 1 1층
(지번) 사당동 155-13
"
생각이나,4.3,"월,화,일요일",https://place.map.kakao.com/701381349,"
서울 동작구 보라매로19길 23 1층
(지번) 신대방동 360-153
"
앳더블랑,4.6,,https://place.map.kakao.com/1389092916,"
서울 동작구 흑석로13가길 33
(지번) 흑석동 189-7
"
카페무,4.1,일 12:00 ~ 22:30,https://place.map.kakao.com/15263902,"
서울 동작구 동작대로1길 10-4 지하 1층, 1~2층
(지번) 사당동 1042-9
"
도로도로커피숍 노량진점,4.8,매일 11:00 ~ 22:00,https://place.map.kakao.com/1014747005,"
서울 동작구 노량진로 145
(지번) 노량진동 67-15
"
루미마카롱,5.0,"월,일요일",https://place.map.kakao.com/1878838081,"
서울 동작구 상도로34길 29 1층
(지번) 상도동 155-2
"
몰랑이수,3.0,영업시간 매일 08:00 ~ 19:00,https://place.map.kakao.com/1795372527,"
서울 동작구 동작대로29길 24
(지번) 사당동 92-2
"
카페하나,4.0,"월,화,목,금,토,일 11:00 ~ 22:00",https://place.map.kakao.com/1330256152,"
서울 동작구 시흥대로 596
(지번) 신대방동 698
"
달콤쌉싸롱,4.0,일 08:00 ~ 22:00,https://place.map.kakao.com/513208215,"
서울 동작구 노량진로12길 12-4
(지번) 노량진동 40-38
"
하늘을걷는고양이카페,3.0,매일 13:30 ~ 20:30,https://place.map.kakao.com/1217086961,"
서울 동작구 동작대로27길 15 서범빌딩 4층
(지번) 사당동 139-21
"
투썸플레이스 보라매삼성쉐르빌점,3.3,"토,일 08:00 ~ 23:00",https://place.map.kakao.com/2023214465,"
서울 동작구 보라매로5길 43 1층
(지번) 신대방동 395-66
"
세라젬 웰카페 서울상도점,3.0,,https://place.map.kakao.com/1702579152,"
서울 동작구 상도로 176
(지번) 상도동 366
"
오페뜨 총신대점,2.8,매일 08:30 ~ 22:30,https://place.map.kakao.com/26621726,"
서울 동작구 사당로 178
(지번) 사당동 217-7
"
토크넌센스,4.1,매일 12:00 ~ 23:00,https://place.map.kakao.com/1194192698,"
서울 동작구 흑석로8길 7 지층
(지번) 흑석동 223-15
"
소르앤파이,4.5,"월,일요일",https://place.map.kakao.com/369495688,"
서울 동작구 사당로20가길 15 1층
(지번) 사당동 318-88
"
시너리 이수점,4.9,매일 12:00 ~ 22:00,https://place.map.kakao.com/1386852651,"
서울 동작구 사당로25가길 1 1층
(지번) 사당동 155-13
"
생각이나,4.3,"월,화,일요일",https://place.map.kakao.com/701381349,"
서울 동작구 보라매로19길 23 1층
(지번) 신대방동 360-153
"
앳더블랑,4.6,,https://place.map.kakao.com/1389092916,"
서울 동작구 흑석로13가길 33
(지번) 흑석동 189-7
"
카페무,4.1,일 12:00 ~ 22:30,https://place.map.kakao.com/15263902,"
서울 동작구 동작대로1길 10-4 지하 1층, 1~2층
(지번) 사당동 1042-9
"
도로도로커피숍 노량진점,4.8,매일 11:00 ~ 22:00,https://place.map.kakao.com/1014747005,"
서울 동작구 노량진로 145
(지번) 노량진동 67-15
"
루미마카롱,5.0,"월,일요일",https://place.map.kakao.com/1878838081,"
서울 동작구 상도로34길 29 1층
(지번) 상도동 155-2
"
몰랑이수,3.0,영업시간 매일 08:00 ~ 19:00,https://place.map.kakao.com/1795372527,"
서울 동작구 동작대로29길 24
(지번) 사당동 92-2
"
카페하나,4.0,"월,화,목,금,토,일 11:00 ~ 22:00",https://place.map.kakao.com/1330256152,"
서울 동작구 시흥대로 596
(지번) 신대방동 698
"
달콤쌉싸롱,4.0,일 08:00 ~ 22:00,https://place.map.kakao.com/513208215,"
서울 동작구 노량진로12길 12-4
(지번) 노량진동 40-38
"
하늘을걷는고양이카페,3.0,매일 13:30 ~ 20:30,https://place.map.kakao.com/1217086961,"
서울 동작구 동작대로27길 15 서범빌딩 4층
(지번) 사당동 139-21
"
투썸플레이스 보라매삼성쉐르빌점,3.3,"토,일 08:00 ~ 23:00",https://place.map.kakao.com/2023214465,"
서울 동작구 보라매로5길 43 1층
(지번) 신대방동 395-66
"
세라젬 웰카페 서울상도점,3.0,,https://place.map.kakao.com/1702579152,"
서울 동작구 상도로 176
(지번) 상도동 366
"
오페뜨 총신대점,2.8,매일 08:30 ~ 22:30,https://place.map.kakao.com/26621726,"
서울 동작구 사당로 178
(지번) 사당동 217-7
"
토크넌센스,4.1,매일 12:00 ~ 23:00,https://place.map.kakao.com/1194192698,"
서울 동작구 흑석로8길 7 지층
(지번) 흑석동 223-15
"
소르앤파이,4.5,"월,일요일",https://place.map.kakao.com/369495688,"
서울 동작구 사당로20가길 15 1층
(지번) 사당동 318-88
"
카페니토,4.7,"토,일 09:00 ~ 23:00",https://place.map.kakao.com/20598401,"
서울 동작구 상도로15길 105
(지번) 상도동 360-25
"
할리스 노량진역점,2.4,매일 09:00 ~ 03:00,https://place.map.kakao.com/17148192,"
서울 동작구 노량진로 157 2층
(지번) 노량진동 67-9
"
메가커피 이수태평점,3.5,일 09:00 ~ 23:00,https://place.map.kakao.com/276342000,"
서울 동작구 동작대로27길 20 1층
(지번) 사당동 132-8
"
리앤홍,4.8,"토,일 11:00 ~ 21:00",https://place.map.kakao.com/1527444323,"
서울 동작구 서달로14길 18 2층
(지번) 흑석동 50-36
"
프리미엄만화카페 잼툰,5.0,"토,일 11:00 ~ 01:00",https://place.map.kakao.com/671701240,"
서울 동작구 노량진로16길 14 3층
(지번) 노량진동 97-1
"
엔제리너스 노량진점,4.4,매일 07:00 ~ 23:00,https://place.map.kakao.com/639700545,"
서울 동작구 노량진로 154-1
(지번) 노량진동 75-2
"
커피나무 노량진학원점,3.6,"토,일 08:00 ~ 23:00",https://place.map.kakao.com/27265082,"
서울 동작구 만양로14길 44
(지번) 노량진동 206-1
"
커피집,0.0,,https://place.map.kakao.com/1243818980,"
서울 동작구 대림로 55
(지번) 신대방동 686-2
"
흑석커피,5.0,일요일,https://place.map.kakao.com/1978601745,"
서울 동작구 서달로14가길 5 1층
(지번) 흑석동 52-30
"
더한강,3.7,,https://place.map.kakao.com/2021405780,"
서울 동작구 노량진로32길 29-6
(지번) 본동 8-10
"
카페블랑,2.7,"토,일 11:00 ~ 22:30",https://place.map.kakao.com/1326211008,"
서울 동작구 동작대로5길 13 1층
(지번) 사당동 1032-17
"
할리스 이수역점,1.6,"토,일 09:00 ~ 02:00",https://place.map.kakao.com/8597100,"
서울 동작구 동작대로 83 헤라피스빌딩 1층
(지번) 사당동 1007-41
"
단골커피,4.7,일요일,https://place.map.kakao.com/16383132,"
서울 동작구 등용로14길 61
(지번) 노량진동 267-26
"
공차 이수점,1.9,매일 07:30 ~ 22:30,https://place.map.kakao.com/25971670,"
서울 동작구 동작대로27길 14
(지번) 사당동 132-23
"
달의 둥지,4.1,,https://place.map.kakao.com/25068179,"
서울 동작구 사당로13길 31 두산위브상가 11-1호
(지번) 사당동 1131
"
이디야커피 총신대입구역점,3.1,일 09:00 ~ 23:00,https://place.map.kakao.com/18300353,"
서울 동작구 동작대로 119-1 2층
(지번) 사당동 135-6
"
그랩커피,4.5,일요일,https://place.map.kakao.com/1844298437,"
서울 동작구 흑석로8길 12 1층
(지번) 흑석동 223-23
"
미완성카페 성대점,4.8,매일 11:00 ~ 22:00,https://place.map.kakao.com/2111731078,"
서울 동작구 성대로2길 5-5 1층
(지번) 상도동 315
"
24시 무인셀프카페,4.0,매일 00:00 ~ 24:00,https://place.map.kakao.com/1795369029,"
서울 동작구 보라매로 83 101동 1층 108호
(지번) 신대방동 705
"
파스쿠찌 이수역점,0.0,매일 08:00 ~ 24:00,https://place.map.kakao.com/17384225,"
서울 동작구 동작대로27길 22
(지번) 사당동 139-36
"
휘게,5.0,"영업시간 월,화,수,일 10:00 ~ 18:00",https://place.map.kakao.com/1336507553,"
서울 동작구 상도로52길 19 2층
(지번) 상도동 471-8
"
카페씨어터,4.0,,https://place.map.kakao.com/20885233,"
서울 동작구 동작대로13길 12
(지번) 사당동 1010-28
"
디저트킴,4.8,"월,일요일",https://place.map.kakao.com/1166131464,"
서울 동작구 상도로 17-8 1층
(지번) 대방동 397-26
"
베브릿지 중앙대점,4.3,"토,일 10:00 ~ 22:00",https://place.map.kakao.com/1275361733,"
서울 동작구 흑석로9길 4
(지번) 흑석동 190-4
"
엘에스와이랩,5.0,영업시간 매일 08:00 ~ 20:00,https://place.map.kakao.com/1811666371,"
서울 동작구 노량진로 250 1층
(지번) 본동 126-13
"
할리스 대방역점,3.1,매일 09:00 ~ 24:00,https://place.map.kakao.com/33382441,"
서울 동작구 알마타길 6 파밀리에 하늘마루 101,102호
(지번) 대방동 354-1
"
이디야커피 사당점,5.0,"토,일 09:00 ~ 23:00",https://place.map.kakao.com/17379924,"
서울 동작구 동작대로 45
(지번) 사당동 1019-55
"
초록상어,4.0,"토,일 11:00 ~ 22:00",https://place.map.kakao.com/1412392612,"
서울 동작구 상도로26길 14
(지번) 상도동 183-7
"
이디야커피 신상도초교점,5.0,매일 08:00 ~ 22:00,https://place.map.kakao.com/26357412,"
서울 동작구 양녕로 183
(지번) 상도동 222-1
"
빅컵,3.3,,https://place.map.kakao.com/12555755,"
서울 동작구 흑석로 14
(지번) 상도1동 489-1
"
라르고,3.6,매일 10:00 ~ 22:00,https://place.map.kakao.com/1665267046,"
서울 동작구 동작대로1길 36
(지번) 사당동 1039-49
"
디저트39 대방점,4.0,,https://place.map.kakao.com/1894306529,"
서울 동작구 여의대방로36길 105 1층
(지번) 대방동 17-31
"
카페 익스큐즈미,5.0,영업시간 매일 09:00 ~ 18:00,https://place.map.kakao.com/510998158,"
서울 동작구 상도로 3 101호
(지번) 대방동 399-7
"
메가커피 보라매점,3.4,,https://place.map.kakao.com/2000535430,"
서울 동작구 신대방동 707 현대상가 112동 B121호, B122호

"
티앤캣,3.3,"토,일 12:00 ~ 22:00",https://place.map.kakao.com/1615043028,"
서울 동작구 등용로 88 2층
(지번) 대방동 17-20
"
카페봄봄,1.7,,https://place.map.kakao.com/1443512662,"
서울 동작구 사당로 18-1
(지번) 상도동 502
"
할리스 장승배기역점,3.2,매일 08:00 ~ 23:00,https://place.map.kakao.com/287398890,"
서울 동작구 장승배기로11가길 11 1층
(지번) 노량진동 315-57
"
상도동커피,3.5,,https://place.map.kakao.com/955684789,"
서울 동작구 장승배기로 18
(지번) 상도동 201-159
"
메가커피 숭실대입구역점,5.0,매일 08:00 ~ 22:00,https://place.map.kakao.com/1634362346,"
서울 동작구 상도로 362-1 1층
(지번) 상도동 489-1
"
빽다방 신대방삼거리점,2.8,매일 07:00 ~ 23:00,https://place.map.kakao.com/143353272,"
서울 동작구 국사봉1길 28
(지번) 상도동 322-17
"
커피팩토리쏘 본점,3.8,,https://place.map.kakao.com/27200173,"
서울 동작구 노량진로 196 JH빌딩 1층
(지번) 노량진동 143-2
"
메가커피 보라매타운점,5.0,,https://place.map.kakao.com/707757220,"
서울 동작구 보라매로5가길 16
(지번) 신대방동 395-69
"
커피팩토리쏘 교육점,2.0,영업시간 매일 11:00 ~ 20:00,https://place.map.kakao.com/27187711,"
서울 동작구 여의대방로54길 12
(지번) 대방동 344-10
"
텐퍼센트커피 이수역점,0.0,"영업시간 토,일 08:30 ~ 20:00",https://place.map.kakao.com/372548686,"
서울 동작구 동작대로29길 36
(지번) 사당동 128-5
"
이디야커피 숭실대점,2.0,영업시간 일 11:00 ~ 19:00,https://place.map.kakao.com/9320475,"
서울 동작구 사당로 2
(지번) 상도동 501-12
"
위캔드히피,3.0,"월,수,목,금,토,일 12:00 ~ 21:00",https://place.map.kakao.com/1926847071,"
서울 동작구 동작대로9길 52 1층 101호
(지번) 사당동 1021-11
"
베러댄와플 중앙대점,4.6,일요일,https://place.map.kakao.com/11411567,"
서울 동작구 서달로 163 세명빌딩 1층
(지번) 흑석동 102-75
"
이디야커피 신대방삼거리점,4.4,매일 08:00 ~ 23:00,https://place.map.kakao.com/15740463,"
서울 동작구 상도로 78 1층
(지번) 대방동 336-12
"
이디야커피 보라매공원점,1.0,"토,일 09:00 ~ 23:00",https://place.map.kakao.com/18855925,"
서울 동작구 여의대방로 90
(지번) 신대방동 498-2
"
메가커피 신대방삼거리역점,3.4,,https://place.map.kakao.com/1454566440,"
서울 동작구 보라매로 113 104호
(지번) 대방동 405-11
"
빽다방 노량진학원점,3.0,매일 07:00 ~ 24:00,https://place.map.kakao.com/27393034,"
서울 동작구 만양로 94-2
(지번) 노량진동 119-155
"
제이콜라보,1.8,,https://place.map.kakao.com/26832715,"
서울 동작구 상도로15길 64
(지번) 상도동 356-156
"
아마스빈 노량진점,4.5,,https://place.map.kakao.com/21545271,"
서울 동작구 만양로 112 서원빌딩 1층
(지번) 노량진동 117-18
"
동작카페,5.0,매일 08:00 ~ 21:00,https://place.map.kakao.com/454664846,"
서울 동작구 노량진로8길 60 1층
(지번) 노량진동 244-69
"
페이브베이커리 흑석점,3.6,매일 09:00 ~ 21:40,https://place.map.kakao.com/1856640314,"
서울 동작구 서달로14가길 1
(지번) 흑석동 52-1
"
브라보커피,4.8,"토,일요일",https://place.map.kakao.com/725908063,"
서울 동작구 여의대방로24길 72 1층
(지번) 신대방동 362-41
"
이디야커피 대방역점,3.8,"토,일 08:00 ~ 21:30",https://place.map.kakao.com/19593376,"
서울 동작구 노량진로 24
(지번) 대방동 339-16
"
이디야커피 이수중앙점,2.5,매일 08:00 ~ 23:55,https://place.map.kakao.com/322430931,"
서울 동작구 사당로 285
(지번) 사당동 150-3
"
눈부심어웨이즈,5.0,일요일,https://place.map.kakao.com/940411924,"
서울 동작구 사당로2차길 43 1층
(지번) 사당동 206-7
"
이디야커피 총신대점,3.3,"토,일 09:00 ~ 23:00",https://place.map.kakao.com/606114093,"
서울 동작구 사당로16가길 96 1,2층
(지번) 사당동 224-13
"
카페1953위드오드리,4.1,매일 10:00 ~ 22:00,https://place.map.kakao.com/339122660,"
서울 영등포구 경인로77가길 12 1층
(지번) 문래동2가 34-10
"
호텔707,3.1,일 11:00 ~ 23:00,https://place.map.kakao.com/2137940343,"
서울 영등포구 도림로139길 2-2
(지번) 문래동2가 60-4
"
마호가니커피 여의도점,3.1,매일 07:00 ~ 22:00,https://place.map.kakao.com/409589446,"
서울 영등포구 여의대로 66 KTB빌딩 1층
(지번) 여의도동 23-3
"
카페드레이프,3.6,매일 11:00 ~ 22:00,https://place.map.kakao.com/1365914285,"
서울 영등포구 양산로 146
(지번) 당산동1가 258
"
더플레이트디저트 더현대서울점,3.4,금~일 10:30 ~ 20:30,https://place.map.kakao.com/2122184252,"
서울 영등포구 여의대로 108 지하1층
(지번) 여의도동 22
"
이스트우드,4.7,매일 09:00 ~ 22:00,https://place.map.kakao.com/591245646,"
서울 영등포구 도신로17길 6 1층
(지번) 도림동 253-87
"
피크니크,4.0,"토,일 10:00 ~ 22:00",https://place.map.kakao.com/2104860406,"
서울 영등포구 양평로22길 2-1
(지번) 양평동4가 131-1
"
카페드람브르 영등포직영2호점,4.0,매일 10:00 ~ 23:00,https://place.map.kakao.com/1025169588,"
서울 영등포구 경인로 867 호텔GMS 2층
(지번) 영등포동3가 11-3
"
하얀과자점,3.1,일요일,https://place.map.kakao.com/738333401,"
서울 영등포구 국제금융로8길 19 중앙빌딩 1층 120호
(지번) 여의도동 44-21
"
카페기글,3.8,"토,일 12:30 ~ 21:30",https://place.map.kakao.com/1574887478,"
서울 영등포구 도림로128길 21 1층
(지번) 문래동3가 58-2
"
카페설리번 당산점,3.2,"토,일 10:00 ~ 22:00",https://place.map.kakao.com/143778568,"
서울 영등포구 당산로 241 1층
(지번) 당산동6가 311-1
"
어라운지 선유도점,4.1,영업시간 매일 10:00 ~ 18:00,https://place.map.kakao.com/19697010,"
서울 영등포구 양평로28마길 9
(지번) 양평동6가 14
"
커피리브레 타임스퀘어점,3.6,매일 10:30 ~ 22:00,https://place.map.kakao.com/27269058,"
서울 영등포구 영중로 15 112호
(지번) 영등포동4가 442
"
빌리엔젤 여의도삼성생명점,2.5,,https://place.map.kakao.com/1229801043,"
서울 영등포구 국제금융로2길 24 BNK금융타워 1층
(지번) 여의도동 23-10
"
노버든,4.0,"토,일 12:00 ~ 21:00",https://place.map.kakao.com/716801125,"
서울 영등포구 당산로31길 25 2층 201호
(지번) 당산동3가 558
"
포프트커피,4.0,"토,일 10:00 ~ 22:00",https://place.map.kakao.com/399454702,"
서울 영등포구 경인로114길 10-1 1층
(지번) 영등포동1가 81
"
쓰리버즈 IFC점,2.8,매일 08:00 ~ 23:00,https://place.map.kakao.com/153151026,"
서울 영등포구 국제금융로 10 THREE IFC 1층
(지번) 여의도동 23
"
보사노바 문래점,4.0,"토,일 09:00 ~ 22:00",https://place.map.kakao.com/846043350,"
서울 영등포구 영등포로20길 22-4
(지번) 문래동3가 82-13
"
아파트먼트,3.6,"토,일 12:00 ~ 23:00",https://place.map.kakao.com/226936259,"
서울 영등포구 경인로77길 12 2층
(지번) 문래동2가 40-2
"
헤비로테이트,4.4,수~일 12:30 ~ 21:00,https://place.map.kakao.com/610340247,"
서울 영등포구 도신로19길 22
(지번) 도림동 241-16
"
홍설,4.5,"토,일 09:00 ~ 22:00",https://place.map.kakao.com/23753282,"
서울 영등포구 의사당대로1길 25
(지번) 여의도동 44-27
"
빌리엔젤 당산역점,3.0,일 10:00 ~ 24:00,https://place.map.kakao.com/1605192072,"
서울 영등포구 당산로 223 1,2층
(지번) 당산동5가 16-3
"
스타벅스 영등포신길점,4.0,"토,일 08:00 ~ 21:00",https://place.map.kakao.com/26316695,"
서울 영등포구 신길로 137 1,2층
(지번) 신길동 252-9
"
10G,3.8,매일 07:00 ~ 22:00,https://place.map.kakao.com/1299056686,"
서울 영등포구 국제금융로 10 1층
(지번) 여의도동 23-1
"
브리오슈도레 여의도역점,3.4,"토,일 09:00 ~ 21:00",https://place.map.kakao.com/2017626537,"
서울 영등포구 의사당대로 108 아일렉스 상가 1층
(지번) 여의도동 37
"
하늘유리,3.7,매일 12:00 ~ 24:00,https://place.map.kakao.com/12051896,"
서울 영등포구 영등포로 248
(지번) 영등포동3가 3-4
"
아이엠베이글 여의도점,4.3,"영업시간 토,일 09:00 ~ 18:00",https://place.map.kakao.com/1813648578,"
서울 영등포구 국제금융로 86 롯데캐슬아이비 지하1층
(지번) 여의도동 43-4
"
엘리스커피하우스,3.0,매일 10:00 ~ 01:00,https://place.map.kakao.com/8476191,"
서울 영등포구 영중로4길 1
(지번) 영등포동3가 9-19
"
스타벅스 영등포본동점,3.8,일 10:00 ~ 21:00,https://place.map.kakao.com/12402461,"
서울 영등포구 영등포로 254 우성타워 1층
(지번) 영등포동3가 2-21
"
레어그루브,3.1,매일 09:00 ~ 22:00,https://place.map.kakao.com/1830195259,"
서울 영등포구 영등포로62길 2 명성힐타워 1층
(지번) 신길동 51-3
"
미담바이바오담 본점,3.3,일요일,https://place.map.kakao.com/15187997,"
서울 영등포구 당산로27길 9-2 1층
(지번) 당산동3가 366
"
스타벅스 여의도역R점,3.8,영업시간 일 09:00 ~ 19:00,https://place.map.kakao.com/27465313,"
서울 영등포구 의사당대로 83 한국휴렛팩커드빌딩 1층
(지번) 여의도동 23-6
"
스타벅스 영등포역점,3.2,"토,일 08:00 ~ 22:00",https://place.map.kakao.com/337672656,"
서울 영등포구 경인로 870
(지번) 영등포동1가 143-3
"
문래방구,4.7,"영업시간 월,수,목,금,일 12:00 ~ 18:00",https://place.map.kakao.com/356723098,"
서울 영등포구 경인로 763
(지번) 문래동3가 56-1
"
투썸플레이스 여의도점,2.6,매일 07:00 ~ 24:00,https://place.map.kakao.com/8115422,"
서울 영등포구 의사당대로 108 아일렉스상가 1,2층
(지번) 여의도동 37
"
루트442,3.8,매일 12:30 ~ 24:00,https://place.map.kakao.com/1088661406,"
서울 영등포구 도림로 442
(지번) 문래동3가 58-19
"
커피기업 여의도점,4.6,"토,일요일",https://place.map.kakao.com/1613737017,"
서울 영등포구 은행로 29 정우빌딩 1층 13호
(지번) 여의도동 13-25
"
설빙 영등포점,1.5,매일 11:00 ~ 22:00,https://place.map.kakao.com/24856027,"
서울 영등포구 영중로 22 2층 201호
(지번) 영등포동3가 8
"
이스케이프시티,2.6,"토,일 12:00 ~ 23:00",https://place.map.kakao.com/1444854771,"
서울 영등포구 영중로8길 6 성남빌딩 구관 401호
(지번) 영등포동3가 8-1
"
스타벅스 여의도점,3.4,"영업시간 토,일 08:00 ~ 19:00",https://place.map.kakao.com/8438452,"
서울 영등포구 국제금융로2길 28
(지번) 여의도동 23-9
"
쏭카페,2.4,"토,일 13:00 ~ 21:00",https://place.map.kakao.com/1516788842,"
서울 영등포구 선유로47길 21-1
(지번) 양평동4가 23-1
"
폴바셋 여의도점,3.6,일 09:00 ~ 21:00,https://place.map.kakao.com/18533636,"
서울 영등포구 여의대로 66 KTB투자증권빌딩 B동 1층
(지번) 여의도동 23-3
"
스타벅스 여의도IFC점,3.3,"영업시간 토,일 10:00 ~ 20:00",https://place.map.kakao.com/18691075,"
서울 영등포구 국제금융로 10 1층
(지번) 여의도동 23
"
서울하우징랩,4.2,일요일,https://place.map.kakao.com/1099000886,"
서울 영등포구 영신로 183 1층
(지번) 당산동3가 562
"
예일타운커피랩,4.1,"영업시간 토,일 10:00 ~ 18:00",https://place.map.kakao.com/425044493,"
서울 영등포구 국회대로 549 1층
(지번) 당산동4가 92-4
"
카페오가닉 여의도본점,3.8,"영업시간 토,일 12:00 ~ 18:00",https://place.map.kakao.com/12772378,"
서울 영등포구 은행로 37 기계회관 본관 1층
(지번) 여의도동 13-31
"
소니도,3.4,"토,일 11:00 ~ 21:00",https://place.map.kakao.com/1732095973,"
서울 영등포구 당산로 242 2층
(지번) 당산동6가 296
"
스타벅스 문래역점,3.8,일 08:00 ~ 22:00,https://place.map.kakao.com/26410044,"
서울 영등포구 당산로 34
(지번) 문래동3가 55-5
"
블루보틀 여의도카페,2.5,매일 10:30 ~ 21:00,https://place.map.kakao.com/1796590737,"
서울 영등포구 여의대로 108 5층
(지번) 여의도동 22
"
카페버킷리스트,5.0,일요일,https://place.map.kakao.com/1442988755,"
서울 영등포구 선유로22길 7 1층
(지번) 양평동1가 9-39
"
유스커피,4.2,매일 11:00 ~ 21:00,https://place.map.kakao.com/689591736,"
서울 영등포구 당산로30길 7
(지번) 당산동3가 223-7
"
곳온니플레이스 올드스트릿점,4.1,매일 11:00 ~ 22:00,https://place.map.kakao.com/984923770,"
서울 영등포구 국회대로36길 2
(지번) 당산동3가 138
"
소보로인,2.3,,https://place.map.kakao.com/1930959444,"
서울 영등포구 당산로40길 16 보성빌딩 지하1, 1층
(지번) 당산동4가 32-177
"
에이바우트커피 선유도점,4.5,매일 07:00 ~ 23:00,https://place.map.kakao.com/1634029454,"
서울 영등포구 선유로 254
(지번) 양평동4가 30
"
투썸플레이스 영등포구청역점,1.1,"토,일 09:00 ~ 22:30",https://place.map.kakao.com/20466220,"
서울 영등포구 당산로 118
(지번) 당산동3가 264
"
맨홀커피,4.5,"월,수,목,금,토,일 11:00 ~ 21:00",https://place.map.kakao.com/99849164,"
서울 영등포구 당산동5가 43 당산센트럴아파트 상가B동 지하1층

"
카페마마스 여의도점,2.9,,https://place.map.kakao.com/21441549,"
서울 영등포구 국회대로 780 LG에클라트빌딩 1층
(지번) 여의도동 14-21
"
스타벅스 여의도KBS R점,3.4,"토,일 08:00 ~ 21:00",https://place.map.kakao.com/1066439025,"
서울 영등포구 의사당대로 26
(지번) 여의도동 17-9
"
스타벅스 영등포KT점,4.6,일 07:30 ~ 21:00,https://place.map.kakao.com/2034797842,"
서울 영등포구 영중로 119
(지번) 영등포동8가 35-1
"
카페엘디아,3.3,매일 11:00 ~ 23:00,https://place.map.kakao.com/21134701,"
서울 영등포구 양평로22길 18
(지번) 양평동4가 199
"
스타벅스 여의도호성점,4.7,"토,일 08:00 ~ 21:00",https://place.map.kakao.com/13046702,"
서울 영등포구 여의대방로65길 24 호성빌딩1층
(지번) 여의도동 44-22
"
매머드커피 여의도S점,3.4,"토,일 08:00 ~ 22:00",https://place.map.kakao.com/42328890,"
서울 영등포구 국제금융로2길 37 에스트레뉴 1층 107호
(지번) 여의도동 26
"
디아날로그,4.5,"토,일 12:00 ~ 23:00",https://place.map.kakao.com/26878892,"
서울 영등포구 영신로40길 5 성진빌딩 지하 1층
(지번) 영등포동6가 121-9
"
스타벅스 국회의사당역,3.3,"영업시간 토,일 09:00 ~ 17:00",https://place.map.kakao.com/1964855917,"
서울 영등포구 의사당대로 8
(지번) 여의도동 17-3
"
책과삶,4.4,"토,일 10:00 ~ 21:00",https://place.map.kakao.com/27336268,"
서울 영등포구 당산로27길 16
(지번) 당산동3가 397
"
유스커피,4.2,매일 11:00 ~ 21:00,https://place.map.kakao.com/689591736,"
서울 영등포구 당산로30길 7
(지번) 당산동3가 223-7
"
곳온니플레이스 올드스트릿점,4.1,매일 11:00 ~ 22:00,https://place.map.kakao.com/984923770,"
서울 영등포구 국회대로36길 2
(지번) 당산동3가 138
"
소보로인,2.3,,https://place.map.kakao.com/1930959444,"
서울 영등포구 당산로40길 16 보성빌딩 지하1, 1층
(지번) 당산동4가 32-177
"
에이바우트커피 선유도점,4.5,매일 07:00 ~ 23:00,https://place.map.kakao.com/1634029454,"
서울 영등포구 선유로 254
(지번) 양평동4가 30
"
투썸플레이스 영등포구청역점,1.1,"토,일 09:00 ~ 22:30",https://place.map.kakao.com/20466220,"
서울 영등포구 당산로 118
(지번) 당산동3가 264
"
맨홀커피,4.5,"월,수,목,금,토,일 11:00 ~ 21:00",https://place.map.kakao.com/99849164,"
서울 영등포구 당산동5가 43 당산센트럴아파트 상가B동 지하1층

"
카페마마스 여의도점,2.9,,https://place.map.kakao.com/21441549,"
서울 영등포구 국회대로 780 LG에클라트빌딩 1층
(지번) 여의도동 14-21
"
스타벅스 여의도KBS R점,3.4,"토,일 08:00 ~ 21:00",https://place.map.kakao.com/1066439025,"
서울 영등포구 의사당대로 26
(지번) 여의도동 17-9
"
스타벅스 영등포KT점,4.6,일 07:30 ~ 21:00,https://place.map.kakao.com/2034797842,"
서울 영등포구 영중로 119
(지번) 영등포동8가 35-1
"
카페엘디아,3.3,매일 11:00 ~ 23:00,https://place.map.kakao.com/21134701,"
서울 영등포구 양평로22길 18
(지번) 양평동4가 199
"
스타벅스 여의도호성점,4.7,"토,일 08:00 ~ 21:00",https://place.map.kakao.com/13046702,"
서울 영등포구 여의대방로65길 24 호성빌딩1층
(지번) 여의도동 44-22
"
매머드커피 여의도S점,3.4,"토,일 08:00 ~ 22:00",https://place.map.kakao.com/42328890,"
서울 영등포구 국제금융로2길 37 에스트레뉴 1층 107호
(지번) 여의도동 26
"
디아날로그,4.5,"토,일 12:00 ~ 23:00",https://place.map.kakao.com/26878892,"
서울 영등포구 영신로40길 5 성진빌딩 지하 1층
(지번) 영등포동6가 121-9
"
